Timestamp,CurrentEmails,CurrentEmails01,TargetEmails,TargetEmails01,Overwhelmed,Overwhelmed01,CurrentPosition,CurrentPosition01,Age,Age01
2016/10/24 8:43:38 AM EST,<20,2,<20,2,Rarely,2,Associate professor,6,35-44,3
2016/10/24 8:44:22 AM EST,<20,2,<20,2,Sometimes,3,Undergraduate student,1,<25,1
2016/10/24 8:45:22 PM EST,20-50,3,<20,2,Sometimes,3,Research scientist in academia,4,25-34,2
2016/10/24 8:47:03 AM EST,100-500,5,Inbox zero!!!,1,Always,5,Associate professor,6,45-54,4
2016/10/24 8:49:31 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Grad student,2,25-34,2
2016/10/24 8:49:41 AM EST,<20,2,Inbox zero!!!,1,Most of the time,4,Grad student,2,25-34,2
2016/10/24 8:49:45 AM EST,>500,6,I don't care how many emails are in my inbox,7,Most of the time,4,Full professor,7,45-54,4
2016/10/24 8:50:13 AM EST,Inbox zero!!!,1,<20,2,Sometimes,3,Postdoc,3,25-34,2
2016/10/24 8:53:00 AM EST,>500,6,I don't care how many emails are in my inbox,7,Rarely,2,Assistant professor,5,35-44,3
2016/10/24 8:56:58 AM EST,<20,2,Inbox zero!!!,1,Sometimes,3,Grad student,2,25-34,2
2016/10/24 9:01:51 PM EST,<20,2,Inbox zero!!!,1,Rarely,2,Other,13,25-34,2
2016/10/24 9:02:15 AM EST,<20,2,<20,2,Most of the time,4,Postdoc,3,25-34,2
2016/10/24 9:07:00 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Postdoc,3,25-34,2
2016/10/24 9:07:25 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Assistant professor,5,25-34,2
2016/10/24 9:18:05 AM EST,>500,6,<20,2,Most of the time,4,Associate professor,6,35-44,3
2016/10/24 9:20:59 AM EST,<20,2,<20,2,Rarely,2,Grad student,2,25-34,2
2016/10/24 9:22:29 AM EST,20-50,3,<20,2,Sometimes,3,Postdoc,3,35-44,3
2016/10/24 9:23:30 AM EST,20-50,3,Inbox zero!!!,1,.,.,Grad student,2,25-34,2
2016/10/24 9:25:06 PM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Assistant professor,5,35-44,3
2016/10/24 9:25:31 AM EST,<20,2,Inbox zero!!!,1,Rarely,2,Grad student,2,25-34,2
2016/10/24 9:25:33 PM EST,<20,2,Inbox zero!!!,1,Most of the time,4,Grad student,2,<25,1
2016/10/24 9:26:24 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Sometimes,3,Assistant professor,5,25-34,2
2016/10/24 9:26:25 AM EST,<20,2,Inbox zero!!!,1,Sometimes,3,Grad student,2,25-34,2
2016/10/24 9:27:08 AM EST,20-50,3,Inbox zero!!!,1,Most of the time,4,Assistant professor,5,35-44,3
2016/10/24 9:27:43 AM EST,100-500,5,100-500,5,Most of the time,4,Assistant professor,5,35-44,3
2016/10/24 9:40:29 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Postdoc,3,25-34,2
2016/10/24 9:43:51 PM EST,<20,2,Inbox zero!!!,1,Rarely,2,Grad student,2,25-34,2
2016/10/24 9:45:31 PM EST,>500,6,<20,2,Always,5,Assistant professor,5,35-44,3
2016/10/24 9:48:55 AM EST,>500,6,20-50,3,Most of the time,4,Associate professor,6,35-44,3
2016/10/24 9:49:36 AM EST,20-50,3,20-50,3,Most of the time,4,Assistant professor,5,25-34,2
2016/10/24 9:52:17 AM EST,<20,2,<20,2,Most of the time,4,Assistant professor,5,25-34,2
2016/10/24 9:52:42 AM EST,100-500,5,I don't care how many emails are in my inbox,7,Rarely,2,Postdoc,3,35-44,3
2016/10/24 9:52:46 AM EST,20-50,3,Inbox zero!!!,1,Most of the time,4,Postdoc,3,25-34,2
2016/10/24 9:55:46 AM EST,<20,2,<20,2,Sometimes,3,Associate professor,6,35-44,3
2016/10/24 9:56:31 AM EST,<20,2,Inbox zero!!!,1,Most of the time,4,Grad student,2,25-34,2
2016/10/24 9:56:32 AM EST,.,.,I don't care how many emails are in my inbox,7,Sometimes,3,Assistant professor,5,35-44,3
2016/10/24 9:58:57 AM EST,20-50,3,<20,2,Most of the time,4,Research scientist in government,10,35-44,3
2016/10/24 9:59:06 AM EST,>500,6,I don't care how many emails are in my inbox,7,Rarely,2,Full professor,7,45-54,4
2016/10/24 9:59:22 AM EST,<20,2,<20,2,Sometimes,3,Assistant professor,5,35-44,3
2016/10/25 1:18:37 PM EST,100-500,5,<20,2,Always,5,Assistant professor,5,35-44,3
2016/10/25 1:31:36 AM EST,20-50,3,<20,2,Always,5,Postdoc,3,25-34,2
2016/10/25 1:34:28 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Postdoc,3,25-34,2
2016/10/25 1:39:00 AM EST,50-100,4,Inbox zero!!!,1,Sometimes,3,Full professor,7,55-64,5
2016/10/25 1:40:01 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Research scientist in government,10,35-44,3
2016/10/25 1:48:40 PM EST,20-50,3,<20,2,Most of the time,4,Research scientist in government,10,35-44,3
2016/10/25 1:50:10 PM EST,.,.,20-50,3,Sometimes,3,Postdoc,3,35-44,3
2016/10/25 1:57:40 PM EST,<20,2,<20,2,Rarely,2,Grad student,2,25-34,2
2016/10/25 10:08:55 AM EST,20-50,3,<20,2,Sometimes,3,Research scientist in government,10,35-44,3
2016/10/25 10:11:17 AM EST,100-500,5,<20,2,Sometimes,3,Postdoc,3,25-34,2
2016/10/25 10:20:31 PM EST,100-500,5,<20,2,Most of the time,4,Scientist at an NGO/non-profit,11,35-44,3
2016/10/25 10:37:08 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Grad student,2,25-34,2
2016/10/25 10:47:10 AM EST,>500,6,>500,6,Most of the time,4,Full professor,7,45-54,4
2016/10/25 10:55:06 AM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Postdoc,3,25-34,2
2016/10/25 10:58:40 AM EST,>500,6,50-100,4,Sometimes,3,Research scientist in government,10,35-44,3
2016/10/25 11:02:10 AM EST,50-100,4,<20,2,Most of the time,4,Assistant professor,5,25-34,2
2016/10/25 11:22:18 AM EST,<20,2,Inbox zero!!!,1,Most of the time,4,Assistant professor,5,25-34,2
2016/10/25 11:24:17 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Sometimes,3,Grad student,2,25-34,2
2016/10/25 12:21:37 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Assistant professor,5,25-34,2
2016/10/25 12:27:25 PM EST,>500,6,I don't care how many emails are in my inbox,7,Rarely,2,Postdoc,3,35-44,3
2016/10/25 12:27:41 PM EST,<20,2,Inbox zero!!!,1,Rarely,2,Undergraduate student,1,<25,1
2016/10/25 12:36:20 PM EST,<20,2,<20,2,Rarely,2,Grad student,2,25-34,2
2016/10/25 12:41:50 AM EST,20-50,3,<20,2,Sometimes,3,Assistant professor,5,35-44,3
2016/10/25 2:16:03 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Postdoc,3,25-34,2
2016/10/25 2:17:13 PM EST,100-500,5,Inbox zero!!!,1,Always,5,Assistant professor,5,35-44,3
2016/10/25 2:18:09 PM EST,<20,2,<20,2,Sometimes,3,Postdoc,3,25-34,2
2016/10/25 2:28:32 PM EST,<20,2,<20,2,Sometimes,3,Grad student,2,<25,1
2016/10/25 2:28:56 PM EST,<20,2,Inbox zero!!!,1,Rarely,2,Grad student,2,25-34,2
2016/10/25 2:41:21 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Grad student,2,<25,1
2016/10/25 2:52:13 PM EST,20-50,3,Inbox zero!!!,1,Most of the time,4,Full professor,7,55-64,5
2016/10/25 3:45:20 PM EST,20-50,3,<20,2,Sometimes,3,Research scientist in academia,4,25-34,2
2016/10/25 4:05:13 AM EST,>500,6,>500,6,Sometimes,3,Grad student,2,25-34,2
2016/10/25 4:45:07 AM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Assistant professor,5,35-44,3
2016/10/25 5:11:00 AM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Assistant professor,5,35-44,3
2016/10/25 5:14:01 PM EST,<20,2,Inbox zero!!!,1,Sometimes,3,Postdoc,3,25-34,2
2016/10/25 5:28:05 AM EST,100-500,5,50-100,4,Sometimes,3,Full professor,7,55-64,5
2016/10/25 5:47:24 AM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Assistant professor,5,25-34,2
2016/10/25 6:06:51 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Sometimes,3,Full professor,7,35-44,3
2016/10/25 6:08:57 AM EST,50-100,4,<20,2,Most of the time,4,Assistant professor,5,35-44,3
2016/10/25 6:25:36 AM EST,20-50,3,Inbox zero!!!,1,.,.,Full professor,7,35-44,3
2016/10/25 6:40:57 AM EST,<20,2,<20,2,Sometimes,3,Assistant professor,5,25-34,2
2016/10/25 6:41:05 AM EST,100-500,5,I don't care how many emails are in my inbox,7,Sometimes,3,Grad student,2,25-34,2
2016/10/25 6:52:33 PM EST,<20,2,<20,2,Sometimes,3,Assistant professor,5,25-34,2
2016/10/25 6:53:55 AM EST,<20,2,<20,2,Sometimes,3,Grad student,2,25-34,2
2016/10/25 7:13:31 AM EST,<20,2,Inbox zero!!!,1,Rarely,2,Grad student,2,<25,1
2016/10/25 7:14:58 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Sometimes,3,Postdoc,3,35-44,3
2016/10/25 7:22:28 AM EST,50-100,4,<20,2,Most of the time,4,Assistant professor,5,45-54,4
2016/10/25 7:49:19 PM EST,20-50,3,Inbox zero!!!,1,Sometimes,3,Assistant professor,5,25-34,2
2016/10/25 8:17:40 AM EST,<20,2,Inbox zero!!!,1,Rarely,2,Grad student,2,25-34,2
2016/10/25 8:20:30 PM EST,>500,6,>500,6,Always,5,Full professor,7,35-44,3
2016/10/25 8:21:06 AM EST,50-100,4,Inbox zero!!!,1,Rarely,2,Grad student,2,25-34,2
2016/10/25 8:26:06 AM EST,<20,2,<20,2,Sometimes,3,Postdoc,3,25-34,2
2016/10/25 9:03:12 PM EST,100-500,5,<20,2,Most of the time,4,Grad student,2,25-34,2
2016/10/25 9:14:22 AM EST,50-100,4,Inbox zero!!!,1,Sometimes,3,Associate professor,6,35-44,3
2016/10/25 9:23:39 AM EST,50-100,4,<20,2,Sometimes,3,Grad student,2,25-34,2
2016/10/25 9:37:41 PM EST,100-500,5,20-50,3,Sometimes,3,Assistant professor,5,35-44,3
2016/10/26 1:12:19 PM EST,20-50,3,20-50,3,Rarely,2,Other government position,12,45-54,4
2016/10/26 1:39:13 PM EST,100-500,5,I don't care how many emails are in my inbox,7,Sometimes,3,Assistant professor,5,35-44,3
2016/10/26 10:01:51 AM EST,<20,2,<20,2,Sometimes,3,Postdoc,3,35-44,3
2016/10/26 10:21:47 AM EST,<20,2,<20,2,Most of the time,4,Research scientist in government,10,35-44,3
2016/10/26 10:21:58 PM EST,<20,2,20-50,3,Rarely,2,Scientist at an NGO/non-profit,11,35-44,3
2016/10/26 10:40:02 AM EST,>500,6,50-100,4,Always,5,Other,13,35-44,3
2016/10/26 10:45:44 AM EST,100-500,5,<20,2,Always,5,Other government position,12,35-44,3
2016/10/26 10:51:52 AM EST,<20,2,Inbox zero!!!,1,Rarely,2,Grad student,2,25-34,2
2016/10/26 11:46:30 AM EST,<20,2,<20,2,Rarely,2,Assistant professor,5,35-44,3
2016/10/26 11:46:32 AM EST,20-50,3,Inbox zero!!!,1,Sometimes,3,Grad student,2,25-34,2
2016/10/26 11:50:28 AM EST,>500,6,>500,6,Most of the time,4,Assistant professor,5,35-44,3
2016/10/26 11:56:08 AM EST,50-100,4,<20,2,Most of the time,4,Undergraduate student,1,<25,1
2016/10/26 11:57:55 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Sometimes,3,Grad student,2,25-34,2
2016/10/26 12:05:47 PM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Assistant professor,5,35-44,3
2016/10/26 12:08:15 PM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Postdoc,3,35-44,3
2016/10/26 12:16:56 PM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Grad student,2,35-44,3
2016/10/26 12:37:58 PM EST,<20,2,Inbox zero!!!,1,Most of the time,4,Postdoc,3,25-34,2
2016/10/26 2:01:20 PM EST,20-50,3,<20,2,Sometimes,3,Grad student,2,25-34,2
2016/10/26 2:08:25 PM EST,100-500,5,20-50,3,Always,5,Assistant professor,5,35-44,3
2016/10/26 2:11:27 PM EST,<20,2,Inbox zero!!!,1,Sometimes,3,Associate professor,6,35-44,3
2016/10/26 2:17:48 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Sometimes,3,Assistant professor,5,35-44,3
2016/10/26 2:27:37 PM EST,20-50,3,20-50,3,Rarely,2,Grad student,2,25-34,2
2016/10/26 2:50:14 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Sometimes,3,Assistant professor,5,25-34,2
2016/10/26 2:54:17 PM EST,Inbox zero!!!,1,<20,2,Sometimes,3,Research scientist in academia,4,25-34,2
2016/10/26 3:54:45 PM EST,<20,2,Inbox zero!!!,1,Most of the time,4,Postdoc,3,35-44,3
2016/10/26 4:13:23 PM EST,>500,6,20-50,3,Most of the time,4,Full professor,7,55-64,5
2016/10/26 4:53:09 PM EST,50-100,4,<20,2,Most of the time,4,Associate professor,6,35-44,3
2016/10/26 4:55:39 PM EST,>500,6,50-100,4,Always,5,Full professor,7,35-44,3
2016/10/26 5:16:53 PM EST,20-50,3,Inbox zero!!!,1,Sometimes,3,Grad student,2,35-44,3
2016/10/26 5:30:01 AM EST,<20,2,Inbox zero!!!,1,Rarely,2,Grad student,2,25-34,2
2016/10/26 6:09:10 AM EST,>500,6,I don't care how many emails are in my inbox,7,Rarely,2,Other government position,12,25-34,2
2016/10/26 6:12:12 AM EST,100-500,5,Inbox zero!!!,1,Sometimes,3,Grad student,2,35-44,3
2016/10/26 6:16:56 PM EST,<20,2,<20,2,Sometimes,3,Research scientist in government,10,25-34,2
2016/10/26 6:17:11 PM EST,>500,6,I don't care how many emails are in my inbox,7,Rarely,2,Associate professor,6,35-44,3
2016/10/26 6:50:17 AM EST,100-500,5,50-100,4,Most of the time,4,Other,13,45-54,4
2016/10/26 7:22:31 PM EST,>500,6,20-50,3,.,.,Full professor,7,35-44,3
2016/10/26 7:50:53 PM EST,>500,6,20-50,3,Most of the time,4,Research scientist in government,10,45-54,4
2016/10/26 8:04:17 AM EST,100-500,5,I don't care how many emails are in my inbox,7,Rarely,2,Research scientist in government,10,35-44,3
2016/10/26 9:00:56 PM EST,>500,6,I don't care how many emails are in my inbox,7,Rarely,2,Assistant professor,5,35-44,3
2016/10/26 9:08:22 PM EST,20-50,3,Inbox zero!!!,1,Most of the time,4,Assistant professor,5,25-34,2
2016/10/27 1:49:17 AM EST,50-100,4,<20,2,Rarely,2,Postdoc,3,25-34,2
2016/10/27 12:53:04 AM EST,100-500,5,20-50,3,Sometimes,3,Associate professor,6,45-54,4
2016/10/27 5:03:16 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Sometimes,3,Other,13,25-34,2
2016/10/27 6:08:13 AM EST,100-500,5,50-100,4,Most of the time,4,Full professor,7,35-44,3
2016/10/27 6:55:27 PM EST,>500,6,I don't care how many emails are in my inbox,7,Always,5,Associate professor,6,35-44,3
2016/10/27 7:05:08 AM EST,>500,6,I don't care how many emails are in my inbox,7,Rarely,2,Research scientist in academia,4,35-44,3
2016/10/27 7:29:29 AM EST,20-50,3,I don't care how many emails are in my inbox,7,Rarely,2,Grad student,2,25-34,2
2016/10/27 8:58:44 AM EST,<20,2,20-50,3,Rarely,2,Grad student,2,25-34,2
2016/10/28 1:44:07 AM EST,100-500,5,50-100,4,Most of the time,4,Research scientist in academia,4,25-34,2
2016/10/28 11:25:24 PM EST,<20,2,<20,2,Rarely,2,Research scientist in academia,4,35-44,3
2016/10/28 2:37:27 AM EST,100-500,5,50-100,4,Sometimes,3,Scientist at an NGO/non-profit,11,25-34,2
2016/10/28 4:08:52 PM EST,>500,6,I don't care how many emails are in my inbox,7,Rarely,2,Other government position,12,35-44,3
2016/10/28 4:56:32 AM EST,<20,2,Inbox zero!!!,1,Rarely,2,Postdoc,3,25-34,2
2016/10/28 7:52:32 AM EST,>500,6,>500,6,Sometimes,3,Grad student,2,25-34,2
2016/10/28 7:59:39 AM EST,<20,2,<20,2,Sometimes,3,Scientist at an NGO/non-profit,11,25-34,2
2016/10/28 8:08:34 PM EST,<20,2,Inbox zero!!!,1,Rarely,2,Research scientist in academia,4,35-44,3
2016/10/30 2:52:40 PM EST,50-100,4,<20,2,Always,5,Associate professor,6,35-44,3
2016/10/30 7:37:49 AM EST,20-50,3,<20,2,Sometimes,3,Scientist at an NGO/non-profit,11,45-54,4
2016/10/30 8:33:23 AM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Postdoc,3,25-34,2
2016/10/31 10:41:18 AM EST,20-50,3,<20,2,Sometimes,3,Other government position,12,35-44,3
2016/10/31 4:07:46 PM EST,20-50,3,<20,2,Most of the time,4,Postdoc,3,35-44,3
2016/10/31 6:22:48 PM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Postdoc,3,25-34,2
2016/10/31 7:02:08 AM EST,<20,2,<20,2,Sometimes,3,Grad student,2,25-34,2
2016/10/31 7:04:41 AM EST,50-100,4,<20,2,Most of the time,4,Grad student,2,25-34,2
2016/11/01 11:02:35 AM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Research scientist in academia,4,35-44,3
2016/11/01 11:45:33 AM EST,<20,2,Inbox zero!!!,1,Rarely,2,Associate professor,6,35-44,3
2016/11/01 8:52:03 PM EST,100-500,5,50-100,4,Sometimes,3,Associate professor,6,35-44,3
2016/11/03 6:44:23 PM EST,Inbox zero!!!,1,Inbox zero!!!,1,Sometimes,3,Associate professor,6,35-44,3
2016/11/03 8:01:31 AM EST,<20,2,Inbox zero!!!,1,Sometimes,3,Assistant professor,5,35-44,3
2016/11/04 3:12:19 PM EST,>500,6,I don't care how many emails are in my inbox,7,Sometimes,3,Postdoc,3,25-34,2
2016/11/05 10:46:31 AM EST,Inbox zero!!!,1,Inbox zero!!!,1,Rarely,2,Undergraduate student,1,<25,1
